system:index,ACRES,CNTY,endyear,orch_id,orchard_bsi_fill,orchard_bsi_mean,orchard_bsi_stddev,orchard_savi_fill,orchard_savi_mean,orchard_savi_stddev,period_end_date,period_start_date,season,stability_score,startyear,time_period,.geo
2_005c0000000000003cd9,37.92,Kern,2023,005c0000000000003cd9,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003cda,33.23,Kern,2023,005c0000000000003cda,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003cdb,103.79,Kern,2023,005c0000000000003cdb,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003cdc,260.21,Kern,2023,005c0000000000003cdc,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003cdd,75.9,Kern,2023,005c0000000000003cdd,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003cde,174.88,Kern,2023,005c0000000000003cde,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003cdf,1185.55,Kern,2023,005c0000000000003cdf,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003ce0,16.64,Kern,2023,005c0000000000003ce0,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,7.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003ce1,28.51,Kern,2023,005c0000000000003ce1,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003ce2,47.85,Kern,2023,005c0000000000003ce2,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003ce3,20.13,Kern,2023,005c0000000000003ce3,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003ce4,25.33,Kern,2023,005c0000000000003ce4,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003ce6,23.63,Kern,2023,005c0000000000003ce6,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003ce7,22.62,Kern,2023,005c0000000000003ce7,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003ce8,101.18,Kern,2023,005c0000000000003ce8,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003ce9,162.7,Kern,2023,005c0000000000003ce9,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003cea,139.22,Kern,2023,005c0000000000003cea,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003ceb,245.58,Kern,2023,005c0000000000003ceb,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003cec,87.24,Kern,2023,005c0000000000003cec,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003ced,48.88,Kern,2023,005c0000000000003ced,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003cee,148.12,Kern,2023,005c0000000000003cee,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003cef,132.35,Kern,2023,005c0000000000003cef,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003cf0,235.53,Kern,2023,005c0000000000003cf0,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003cf1,310.91,Kern,2023,005c0000000000003cf1,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003cf2,125.83,Kern,2023,005c0000000000003cf2,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003cf3,159.64,Kern,2023,005c0000000000003cf3,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003cf4,311.5,Kern,2023,005c0000000000003cf4,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003cf5,46.01,Kern,2023,005c0000000000003cf5,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003cf6,271.01,Kern,2023,005c0000000000003cf6,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003cf7,454.23,Kern,2023,005c0000000000003cf7,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003cf8,42.92,Kern,2023,005c0000000000003cf8,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003cf9,98.94,Kern,2023,005c0000000000003cf9,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003cfa,15.22,Kern,2023,005c0000000000003cfa,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,7.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003cfb,138.86,Kern,2023,005c0000000000003cfb,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003cfc,152.31,Kern,2023,005c0000000000003cfc,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003cfd,155.18,Kern,2023,005c0000000000003cfd,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003cfe,113.9,Kern,2023,005c0000000000003cfe,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003cff,143.15,Kern,2023,005c0000000000003cff,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d01,151.69,Kern,2023,005c0000000000003d01,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d02,135.9,Kern,2023,005c0000000000003d02,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d03,14.05,Kern,2023,005c0000000000003d03,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d04,131.77,Kern,2023,005c0000000000003d04,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d05,90.48,Kern,2023,005c0000000000003d05,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d06,5.26,Kern,2023,005c0000000000003d06,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,7.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d07,60.61,Kern,2023,005c0000000000003d07,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d08,197.52,Kern,2023,005c0000000000003d08,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d09,142.67,Kern,2023,005c0000000000003d09,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d0a,235.71,Kern,2023,005c0000000000003d0a,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d0b,2.62,Kern,2023,005c0000000000003d0b,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,7.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d0c,117.38,Kern,2023,005c0000000000003d0c,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d0d,126.37,Kern,2023,005c0000000000003d0d,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d0e,86.46,Kern,2023,005c0000000000003d0e,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d0f,10.85,Kern,2023,005c0000000000003d0f,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d10,146.81,Kern,2023,005c0000000000003d10,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d11,146.89,Kern,2023,005c0000000000003d11,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d12,151.69,Kern,2023,005c0000000000003d12,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d13,925.56,Kern,2023,005c0000000000003d13,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d14,382.88,Kern,2023,005c0000000000003d14,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d16,129.99,Kern,2023,005c0000000000003d16,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d17,133.11,Kern,2023,005c0000000000003d17,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d19,3.92,Kern,2023,005c0000000000003d19,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d1a,28.45,Kern,2023,005c0000000000003d1a,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d1c,24.6,Kern,2023,005c0000000000003d1c,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d1d,92.66,Kern,2023,005c0000000000003d1d,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d1e,47.25,Kern,2023,005c0000000000003d1e,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d1f,66.66,Kern,2023,005c0000000000003d1f,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d20,138.8,Kern,2023,005c0000000000003d20,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,7.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d21,90.89,Kern,2023,005c0000000000003d21,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d22,87.25,Kern,2023,005c0000000000003d22,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d23,78.67,Kern,2023,005c0000000000003d23,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d24,79.32,Kern,2023,005c0000000000003d24,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d25,162.95,Kern,2023,005c0000000000003d25,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d26,173.47,Kern,2023,005c0000000000003d26,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,7.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d27,169.62,Kern,2023,005c0000000000003d27,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d28,171.7,Kern,2023,005c0000000000003d28,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,7.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d29,177.52,Kern,2023,005c0000000000003d29,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d2c,54.33,Kern,2023,005c0000000000003d2c,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d2d,156.05,Kern,2023,005c0000000000003d2d,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d2e,70.33,Kern,2023,005c0000000000003d2e,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d2f,68.84,Kern,2023,005c0000000000003d2f,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d30,201.15,Kern,2023,005c0000000000003d30,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d31,128.22,Kern,2023,005c0000000000003d31,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d32,142.7,Kern,2023,005c0000000000003d32,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d33,148.3,Kern,2023,005c0000000000003d33,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,7.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d34,137.99,Kern,2023,005c0000000000003d34,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,7.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d35,253.81,Kern,2023,005c0000000000003d35,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d36,172.45,Kern,2023,005c0000000000003d36,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d39,471.32,Kern,2023,005c0000000000003d39,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d3c,3.93,Kern,2023,005c0000000000003d3c,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d3f,36.04,Kern,2023,005c0000000000003d3f,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,7.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d41,57.95,Kern,2023,005c0000000000003d41,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d43,14.2,Kern,2023,005c0000000000003d43,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d44,22.37,Kern,2023,005c0000000000003d44,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d45,3.11,Kern,2023,005c0000000000003d45,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,7.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d46,12.86,Kern,2023,005c0000000000003d46,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,7.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d47,6.31,Kern,2023,005c0000000000003d47,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,7.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d4a,5.6,Kern,2023,005c0000000000003d4a,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d4b,5.86,Kern,2023,005c0000000000003d4b,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,7.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d4d,83.07,Kern,2023,005c0000000000003d4d,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d50,181.76,Kern,2023,005c0000000000003d50,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d51,54.55,Kern,2023,005c0000000000003d51,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d52,153.05,Kern,2023,005c0000000000003d52,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d53,31.7,Kern,2023,005c0000000000003d53,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,7.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d54,68.27,Kern,2023,005c0000000000003d54,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d55,82.56,Kern,2023,005c0000000000003d55,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d56,7.91,Kern,2023,005c0000000000003d56,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,7.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d57,107.16,Kern,2023,005c0000000000003d57,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d58,116.16,Kern,2023,005c0000000000003d58,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d59,158.22,Kern,2023,005c0000000000003d59,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d5a,280.56,Kern,2023,005c0000000000003d5a,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d5b,340.54,Kern,2023,005c0000000000003d5b,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d5c,117.89,Kern,2023,005c0000000000003d5c,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d5d,3.58,Kern,2023,005c0000000000003d5d,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d5f,89.96,Kern,2023,005c0000000000003d5f,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d61,43.82,Kern,2023,005c0000000000003d61,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d63,54.45,Kern,2023,005c0000000000003d63,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d64,84.68,Kern,2023,005c0000000000003d64,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d65,124.63,Kern,2023,005c0000000000003d65,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d66,70.8,Kern,2023,005c0000000000003d66,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d67,146.51,Kern,2023,005c0000000000003d67,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d68,58.61,Kern,2023,005c0000000000003d68,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d69,111.12,Kern,2023,005c0000000000003d69,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d6a,35.83,Kern,2023,005c0000000000003d6a,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d6b,28.79,Kern,2023,005c0000000000003d6b,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d6c,34.66,Kern,2023,005c0000000000003d6c,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d6d,70.77,Kern,2023,005c0000000000003d6d,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d6f,59.8,Kern,2023,005c0000000000003d6f,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d70,73.32,Kern,2023,005c0000000000003d70,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d71,31.15,Kern,2023,005c0000000000003d71,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d72,140.27,Kern,2023,005c0000000000003d72,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d73,28.78,Kern,2023,005c0000000000003d73,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d74,123.49,Kern,2023,005c0000000000003d74,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d75,15.03,Kern,2023,005c0000000000003d75,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d76,38.62,Kern,2023,005c0000000000003d76,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d77,107.24,Kern,2023,005c0000000000003d77,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_005c0000000000003d78,35.66,Kern,2023,005c0000000000003d78,0,0,0,0,0,0,2018-01-05,2017-12-12,2017_2018,8.0,2016,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
